no_atbat,no_hits,no_home,no_runs,no_rbi,no_bb,yr_major,cr_atbat,cr_hits,cr_home,cr_runs,cr_rbi,cr_bb,no_outs,no_assts,no_error,logsalar,league_American,league_National,division_East,division_West,team_Atlanta,team_Baltimore,team_Boston,team_California,team_Chicago,team_Cincinnati,team_Cleveland,team_Detroit,team_Houston,team_KansasCity,team_LosAngeles,team_Milwaukee,team_Minneapolis,team_Montreal,team_NewYork,team_Oakland,team_Philadelphia,team_Pittsburgh,team_SanDiego,team_SanFrancisco,team_Seattle,team_StLouis,team_Texas,team_Toronto,position_1B,position_2B,position_3B,position_C,position_CF,position_DH,position_LF,position_OF,position_RF,position_SS,position_UT
359,80,15,45,48,63,7,1493,359,61,176,202,175,682,93,13,6.551080335,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,163,12,88,50,77,4,1556,470,38,245,167,174,250,11,1,6.6200732065,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
313,83,9,43,41,30,14,5885,1543,104,751,714,535,58,141,23,6.1092475828,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
540,135,30,82,88,55,1,540,135,30,82,88,55,157,6,14,5.1474944768,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
437,123,9,62,55,40,9,4139,1203,79,676,390,364,82,170,15,7.1388669999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
551,160,23,86,90,87,5,2235,602,75,278,328,273,1224,115,11,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
237,52,0,15,25,30,24,14053,4256,160,2165,1314,1566,523,43,6,6.6200732065,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236,56,6,41,19,21,5,1257,329,24,166,125,105,172,1,4,5.2470240722,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,154,6,61,48,29,6,1966,566,29,250,252,178,846,84,9,6.3630281035,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,72,0,33,31,26,5,354,82,0,41,32,26,117,269,12,4.8675344505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
271,77,5,35,29,33,12,4933,1358,48,630,435,403,62,90,3,6.1092475828,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,96,7,50,45,39,5,1394,344,43,178,192,136,167,2,4,5.7037824747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,56,4,22,18,15,12,2796,665,43,266,304,198,391,44,4,5.5214609179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
256,70,13,42,36,44,16,7058,1845,312,965,1128,990,41,118,8,6.9565454432,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466,108,33,75,86,72,3,652,142,44,102,109,102,286,8,8,5.3706380281,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,68,13,42,29,45,18,3949,939,78,438,380,466,659,53,7,5.9914645471,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,119,16,49,65,37,7,2131,583,69,244,288,150,866,65,6,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,110,9,45,49,46,9,2331,658,50,249,322,274,251,9,4,6.3279367837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,160,28,130,74,89,8,4071,1182,103,862,417,708,426,4,6,7.4205789054,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,101,18,65,58,92,20,9528,2510,548,1509,1659,1342,0,0,0,6.1892902904,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
393,90,17,73,49,64,11,4223,1056,139,618,551,514,205,5,4,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,82,21,42,60,35,5,1770,408,115,238,299,157,0,0,0,6.0520891689,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,145,11,51,76,40,11,3967,1102,67,410,497,284,88,204,16,6.2146080984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,44,7,28,16,11,1,186,44,7,28,16,11,99,3,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,80,1,42,36,29,7,2421,656,18,379,198,184,145,2,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,76,5,35,39,13,6,912,234,12,102,96,80,44,0,1,5.5214609179,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
205,52,8,31,27,17,12,5134,1323,56,643,445,459,155,3,2,5.9914645471,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,90,11,50,45,43,10,2288,614,43,295,273,269,60,176,6,6.1092475828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
523,135,8,52,44,52,9,3368,895,39,377,284,296,367,475,19,6.6200732065,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
312,68,2,32,22,24,1,312,68,2,32,22,24,86,150,15,4.248495242,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,119,8,57,33,21,7,3358,882,36,365,280,165,155,371,29,6.7742238864,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
402,108,9,63,48,40,4,1034,278,16,135,125,79,190,2,9,5.2470240722,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,68,5,42,42,61,6,961,238,16,128,104,172,181,3,2,5.252273428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
627,178,14,68,76,46,6,3146,902,74,494,345,242,309,492,5,6.6066501862,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,86,1,38,28,36,4,1089,267,3,94,71,76,203,369,16,5.5214609179,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,57,8,32,25,18,3,653,170,17,98,54,62,42,94,13,4.9416424226,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
382,101,16,50,55,22,1,382,101,16,50,55,22,200,7,6,4.579852378,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
459,113,20,59,57,68,12,5348,1369,155,713,660,735,0,0,0,6.6066501862,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549,149,7,73,47,42,1,549,149,7,73,47,42,255,450,17,4.9416424226,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,63,3,25,33,16,10,2682,667,38,315,259,204,135,257,7,5.8338365785,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,84,4,35,32,23,2,312,87,4,39,32,23,179,5,3,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
522,163,9,82,46,62,13,7037,2019,153,1043,827,535,352,9,1,6.907755279,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
512,117,29,54,88,43,6,1750,412,100,204,276,155,1236,98,18,4.605170186,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,66,5,20,28,13,3,290,80,5,27,31,15,281,21,3,4.4998096703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,140,16,73,77,60,4,730,185,22,93,106,86,1320,166,17,5.2983173665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,112,18,54,54,35,2,680,160,24,76,75,49,111,226,11,4.9052747784,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
581,145,17,66,68,21,2,831,210,21,106,86,40,320,465,32,5.0434251169,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530,159,3,82,50,47,6,1619,426,11,218,149,163,196,354,15,6.163314804,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
557,142,21,58,81,23,18,8759,2583,271,1138,1299,478,1160,53,7,7.2793188354,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,96,0,44,36,65,4,711,148,1,68,56,99,229,406,22,5.0106352941,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
453,103,8,53,33,52,2,507,123,8,63,39,58,289,407,6,4.6539603502,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
528,122,1,67,45,51,4,1716,403,12,211,146,155,209,372,17,5.8579331545,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633,210,6,91,56,59,6,3070,872,19,420,230,274,367,432,16,4.4998096703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
425,112,11,40,58,24,11,4513,1134,224,542,727,230,247,4,8,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
562,169,17,88,73,53,8,3181,841,61,450,342,373,351,442,17,6.2728770065,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281,76,3,42,25,20,8,2658,657,48,324,300,179,106,144,7,5.8338365785,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,152,23,69,75,53,6,2765,686,133,369,384,321,315,10,6,6.8458798753,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
687,213,10,91,65,27,4,1518,448,15,196,137,89,294,445,13,5.8579331545,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
368,103,3,48,28,54,8,1897,493,9,207,162,198,209,246,3,5.7889413034,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
263,70,1,26,23,30,4,888,220,9,83,82,86,81,147,4,5.5214609179,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642,211,14,107,59,52,5,2364,770,27,352,230,193,337,19,4,6.6066501862,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,68,8,26,30,29,7,1337,339,32,135,163,128,92,5,3,6.0520891689,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,63,7,36,41,44,17,7402,1954,195,1115,919,1153,166,211,7,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
559,141,2,48,61,73,8,3162,874,16,421,349,359,352,414,9,6.8297937375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
520,120,17,53,44,21,4,927,227,22,106,80,52,70,144,11,5.2203558251,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
432,114,12,46,57,37,9,3373,916,82,347,477,238,692,70,8,6.82437367,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
205,43,2,24,17,20,7,854,219,12,105,99,71,131,6,1,5.6583212634,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
193,47,10,21,29,24,6,1136,256,42,129,139,106,299,13,5,5.5012582105,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,46,1,19,18,17,5,937,238,9,88,95,104,37,98,9,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,61,4,17,22,3,17,4061,1145,83,488,491,244,178,45,4,5.4595855141,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
510,147,10,56,52,53,7,2872,821,63,307,340,174,810,99,18,7.0475172214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
578,138,1,56,59,34,3,1399,357,7,149,161,87,133,371,20,5.0751738152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,51,2,14,29,25,23,9778,2732,379,1272,1652,925,398,29,7,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,113,5,76,52,76,5,1546,397,17,226,149,191,160,290,11,6.0520891689,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,42,3,17,14,15,10,4086,1150,57,579,363,406,65,0,0,6.8023947633,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,194,9,91,62,78,8,3372,1028,48,604,314,469,270,13,6,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,32,4,14,25,12,19,8396,2402,242,1048,1348,819,167,18,6,6.2146080984,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,69,4,35,31,32,4,1359,355,31,180,148,158,133,173,9,5.6258209332,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,112,18,50,71,44,7,3031,771,110,338,406,239,94,270,16,6.6200732065,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
600,139,0,94,29,60,2,1236,309,1,201,69,110,300,12,9,5.0751738152,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
610,186,19,107,98,74,6,2728,753,69,399,366,286,1182,96,13,7.1701195434,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,81,5,37,44,37,7,2268,566,41,279,257,246,170,284,3,6.2633982626,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
387,124,1,67,27,36,7,1775,506,6,272,125,194,186,290,17,6.3099182782,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
580,207,8,107,71,105,5,2778,978,32,474,322,417,121,267,19,7.3777589082,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,117,11,66,41,34,1,408,117,11,66,41,34,942,72,11,4.7874917428,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,172,22,82,100,57,1,593,172,22,82,100,57,1222,139,15,5.1059454739,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,53,2,21,23,22,8,1063,283,15,107,124,106,325,58,6,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
497,127,7,65,48,37,5,2703,806,32,379,311,138,325,9,3,6.551080335,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
492,136,5,76,50,94,12,5511,1511,39,897,451,875,313,381,20,6.7742238864,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,126,3,61,43,52,6,1700,433,7,217,93,146,37,113,7,5.9532433343,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573,144,9,85,60,78,8,3198,857,97,470,420,332,1314,131,12,6.8669332845,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
631,170,9,77,44,31,11,4908,1457,30,775,357,249,408,4,3,6.907755279,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
