NoPaymentDue,Enlisted,Enrolled,Units,Disabled,Unemployed,Region,Marital_Status,Gender,Longest_Absence_From_School,Filed_For_Bankruptcy,LongTermPlanningScore,DecisionStyle,PowerOrientedScore,CommunityOrientedScore,Parent_Education_Level,Credit_Score_Raw,Credit_Score_AgeAdj,Loan_Amount,HS_Math,HS_Science,HS_English,Family_Income_normalized,School_occ,School_smc,School_ucb,School_uci,School_ucla,School_ucsd,Service_air_force,Service_army,Service_fire_department,Service_foreign_legion,Service_marines,Service_navy,Service_peace_corps
pos,1,1,3.0,0,0,3,0,1,4,0,0.8966270495002391,1,0.7924026617843571,0.7924026617843571,3,0.6352575280769088,0.7924026617843571,1,8.0,10.0,8.0,0.25073125317687867,1,0,0,0,0,0,0,0,0,0,1,0,0
pos,0,1,11.0,0,0,2,0,1,2,0,0.8763124421866451,1,0.7217184614140485,0.7217184614140485,0,0.4612647183227636,0.7217184614140485,1,9.0,9.0,8.0,0.8005501562263941,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,5,0,1,2,0,0.7916010202136269,1,0.7466772710753827,0.7466772710753827,1,0.5677767923367355,0.7466772710753827,1,10.0,10.0,10.0,0.4435972211565696,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,6.0,0,0,5,1,1,5,0,0.7711112372786098,1,0.7225972261382598,0.46926183267714805,3,0.46816503502968776,0.7225972261382598,1,10.0,9.0,10.0,0.9171429976868004,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,6.0,1,0,3,0,0,7,0,0.7546233339669922,1,0.7033359034176538,0.5690002997307602,3,0.609765146720747,0.7033359034176538,1,10.0,9.0,10.0,0.6334140113978992,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,3,1,0,5,0,0.6490980236680659,1,0.7565901152211701,0.32990431471262127,0,0.6878091956556092,0.5826233131265268,1,7.0,7.0,8.0,0.2507820707197454,0,0,0,0,1,0,0,0,0,0,0,0,1
pos,1,1,11.0,0,0,1,1,1,3,0,0.6886555289854672,1,0.6942510483249831,0.6273393770005907,1,0.6311373166590755,0.6273393770005907,1,10.0,10.0,10.0,0.10426871115070807,0,0,0,0,1,0,0,0,0,0,1,0,0
pos,0,1,3.0,1,1,5,1,0,6,0,0.8462343940545907,1,0.7016396491335763,0.5536518838897819,3,0.6378542264850694,0.5536518838897819,1,9.0,7.0,8.0,0.5960609895627524,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,18.0,0,0,2,1,0,7,0,0.5176441815199293,1,0.5677972130884155,0.43907546603695374,0,0.5161792846258322,0.43907546603695374,1,6.0,8.0,6.0,0.3840430662404167,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,2.0,0,0,3,1,0,7,0,0.8267525144401588,1,0.7453034254462418,0.3925265610550923,3,0.5890840672294871,0.7453034254462418,0,9.0,9.0,9.0,0.5345568678970436,0,0,0,0,1,0,0,1,0,0,0,0,0
pos,1,1,6.0,0,0,5,1,0,4,0,0.6122095439113764,1,0.7344392607585178,0.35256642095645885,0,0.6676720552350162,0.35256642095645885,1,9.0,4.0,8.0,0.3384334453530548,0,0,1,1,0,0,0,0,0,0,0,0,1
pos,0,1,6.0,1,0,3,0,0,6,0,0.8124594605404618,1,0.771351138973254,0.14398667322893743,3,0.6618166332686087,0.771351138973254,1,10.0,9.0,9.0,0.7407210108134974,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,4,0,0,2,0,0.8338996662769205,1,0.4757975834472339,0.4757975834472339,3,0.41764406496695305,0.4757975834472339,1,9.0,10.0,8.0,0.9056741291268757,1,0,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,11.0,1,0,1,0,1,7,0,0.4126158420969403,1,0.7185012995167744,0.09156957948198396,1,0.653182999560704,0.33069861267046435,1,10.0,9.0,9.0,0.01830457907366123,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,5,1,0,9,1,0.7547157181534203,0,0.9946705981298328,0.5300138102957135,0,0.904245998299848,0.6436891744371251,1,10.0,10.0,10.0,0.1353642910633595,1,0,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,12.0,1,0,1,0,0,4,0,0.86696853395634,1,0.8365736267099135,0.7850320811230631,1,0.6220064718101639,0.8365736267099135,1,6.0,5.0,6.0,0.3583695679520041,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,15.0,0,0,3,0,0,4,0,0.9592420669541752,1,0.5527556880768224,0.29297528874940326,0,0.5025051709789294,0.4228271659363815,1,10.0,10.0,10.0,0.9898010693462949,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,4,0,1,6,0,0.9843633988139118,1,0.6480464970097092,0.24359041156276362,1,0.5891331790997356,0.5461033422389517,1,9.0,7.0,8.0,0.6663974755446831,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,1,0,5,0,0,1,0,0.42831812739377556,1,0.6587313183325751,0.06185504633867822,3,0.5988466530296137,0.34650385357036123,1,10.0,9.0,9.0,0.4493973051932649,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,9.0,0,0,2,0,0,6,0,0.729906120497106,1,0.6746581276552134,0.5896257924132442,0,0.41793468981186377,0.6746581276552134,1,8.0,7.0,7.0,0.8731785634581561,0,1,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,12.0,0,0,1,1,0,5,0,0.7145797324945375,1,0.6569969717088929,0.22289776922480087,1,0.30685956403995074,0.6569969717088929,1,7.0,8.0,8.0,0.8736130158997577,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,2,1,0,0,1,0.6992904837074037,0,1.0,0.5478197730999455,3,0.9949101513388087,0.6394727208657094,1,9.0,5.0,7.0,0.7326988483568222,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,1,1,6.0,0,0,4,1,0,0,0,0.717393844835608,1,0.6602327417040681,0.6602327417040681,3,0.3530093166358711,0.6602327417040681,1,10.0,6.0,6.0,0.9829265572604184,0,0,0,0,1,1,0,0,0,0,0,1,0
pos,1,1,3.0,0,0,4,0,0,6,0,0.7153246989128303,1,0.6578532520224569,0.5287422303581479,0,0.32751630639386353,0.6578532520224569,1,8.0,6.0,8.0,0.832071552101687,1,0,0,0,0,0,1,0,1,0,0,0,0
pos,1,1,10.0,0,0,5,0,1,1,0,0.8216622002591976,1,0.6541029756456919,0.044905005423061084,1,0.5946390687688108,0.4732559773794767,1,10.0,10.0,10.0,0.26298942081393933,1,0,0,0,0,0,0,0,1,0,0,0,0
pos,1,1,10.0,0,0,2,0,0,1,0,0.9818426701740464,1,0.8550755058146655,0.5770574306952767,0,0.6260441800766785,0.8550755058146655,1,9.0,7.0,8.0,0.6512649875766128,0,0,0,1,0,0,0,0,0,1,0,0,0
pos,0,1,12.0,0,0,2,1,0,6,0,0.8015761433311185,1,0.7584570262637392,0.2538845996505188,1,0.5885567777630059,0.7584570262637392,1,10.0,10.0,8.0,0.1025039906165281,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,14.0,0,1,3,1,1,7,0,0.7350810885824917,1,0.6855974807961138,0.6553775202928591,3,0.6232704370873762,0.6806424982287288,1,9.0,7.0,9.0,0.347012848452199,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,7.0,0,0,3,0,1,6,1,0.7971440932269176,1,0.7532186077902137,0.7532186077902137,3,0.6432649920274345,0.7532186077902137,1,6.0,5.0,6.0,0.918190514968207,0,1,1,0,0,0,0,0,0,0,0,0,0
pos,0,1,4.0,0,0,4,0,0,9,1,0.9076856383962877,0,0.9878947349162627,0.5214404869193459,3,0.8980861226511478,0.8770666785537199,1,4.0,6.0,6.0,0.10752203522506848,0,0,1,0,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,1,1,1,0,6,0,0.7976690564606418,1,0.7538387036802237,0.515958510190103,3,0.6756410200992833,0.7538387036802237,1,8.0,7.0,8.0,0.32889088710031705,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,4,1,1,2,0,0.6538488842769524,1,0.6468733767802496,0.5879585818904624,1,0.5880667061638633,0.5879585818904624,1,10.0,10.0,7.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,3.0,1,0,4,0,0,9,0,0.8944961314291504,1,0.7480523778303543,0.03966203802883683,1,0.6800476162094129,0.1706426748821021,1,10.0,10.0,10.0,0.42332052088732425,0,0,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,8.0,1,0,1,0,1,4,0,0.6851724198769826,1,0.6233756604266344,0.6233756604266344,2,0.3148480447257498,0.6233756604266344,1,10.0,10.0,10.0,0.7971159667593188,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,5,0,0,0,0,0.7988798581772414,1,0.7552693131368879,0.7552693131368879,2,0.6067266628750076,0.7552693131368879,1,4.0,3.0,4.0,0.2991472290608254,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,1,1,3.0,0,1,4,1,0,4,0,0.861749755921524,1,0.8302836031383378,0.24429117517775012,0,0.5926504838675101,0.8302836031383378,1,7.0,7.0,7.0,0.13260850327691792,0,0,0,0,1,0,0,0,0,0,0,0,1
pos,1,1,12.0,0,0,3,1,0,8,0,0.7714545202928507,1,0.722999355467971,0.722999355467971,3,0.5938285749438365,0.722999355467971,1,8.0,8.0,8.0,0.5184215470387077,0,0,0,1,0,0,0,1,0,0,0,0,0
pos,1,1,10.0,0,0,4,1,1,4,0,0.6674847062695335,1,0.7084867500492874,0.23412014508812717,1,0.6440788636811703,0.42777349639525125,1,7.0,6.0,8.0,0.3630450322284606,0,0,0,0,1,0,0,1,0,0,0,0,0
pos,0,1,14.0,0,0,3,1,0,5,0,0.5658509089445428,1,0.7671987496355723,0.03123791728830838,3,0.6974534087596111,0.49076945213515144,1,9.0,4.0,7.0,0.5925768587173426,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,1,1,1,1,1,0.8509017272791605,0,0.8450000188943705,0.1721587334650394,1,0.7681818353585186,0.8172393252700919,1,10.0,10.0,9.0,0.49702110317375575,1,0,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,6.0,0,1,2,1,1,8,0,0.5796450362185928,1,0.5057695179225701,0.4426446005836624,2,0.3546635352900921,0.5057695179225701,1,9.0,9.0,8.0,0.9727625480216391,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,0,1,5.0,0,0,3,0,0,5,1,0.9457480787408292,0,1.0,0.9326513745592099,0,0.9953038078345344,0.9326513745592099,1,9.0,9.0,10.0,0.4477645100043594,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,4,0,1,4,0,0.9564485768578379,1,0.738835272965595,0.738835272965595,1,0.5127136007644367,0.738835272965595,1,9.0,9.0,9.0,0.34772842454226965,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,1,1,5,0,0,4,0,0.7583992980089533,1,0.639352416028884,0.43286551339149565,1,0.5812294691171672,0.43286551339149565,1,9.0,8.0,9.0,0.4684824216987404,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,1,1,12.0,0,1,4,0,1,2,0,0.7432512209093807,1,0.6901119362818647,0.6405016038806934,2,0.47637767781170626,0.6901119362818647,1,6.0,9.0,10.0,0.9987197984521174,1,0,0,0,0,0,1,0,0,0,0,0,0
pos,1,1,10.0,0,0,5,0,1,0,0,0.6916142144042741,1,0.7214178699882178,0.12358590243911749,0,0.6558344272620161,0.6307102487948859,1,10.0,7.0,5.0,0.3778087800948435,0,0,0,1,0,0,0,0,1,0,0,0,0
pos,0,1,9.0,0,0,5,1,1,2,0,0.5672762124824082,1,0.5057398460331479,0.4923151674659433,3,0.4597634963937708,0.4923151674659433,1,5.0,9.0,9.0,0.9377004461054297,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,6.0,0,0,2,1,1,7,1,0.7026019361152805,0,0.9090895479045322,0.24306275874278072,1,0.8264450435495747,0.6432601945847835,1,10.0,9.0,10.0,0.6422080748074284,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,1,1,0,3,0,0.8282391206110499,1,0.7901229469326845,0.3796294092780954,2,0.514588860402182,0.7901229469326845,1,10.0,10.0,10.0,0.34054813103466136,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,2,1,0,1,0,0.8239529913775795,1,0.7850151594390504,0.7850151594390504,2,0.5870028529488991,0.7850151594390504,1,7.0,6.0,6.0,0.9961501330455842,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,1,0,1,2,0,0.4422878288150969,1,0.47154897928266115,0.29120041665999413,0,0.42868089025696465,0.29120041665999413,1,10.0,10.0,10.0,0.9995661733902073,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,3,1,1,3,0,0.8507866310428653,1,0.6630108188229993,0.6630108188229993,2,0.5551927612872533,0.6630108188229993,1,6.0,6.0,6.0,0.25567332180384245,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,1,1,9.0,0,1,1,0,0,9,0,0.8345188645561387,1,0.7976184626108983,0.6342104012119307,0,0.5390722153185379,0.7976184626108983,1,6.0,5.0,6.0,0.922728171080387,0,1,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,13.0,0,0,4,1,0,8,0,0.9537729588910224,1,0.7317343653212448,0.16014671806442493,3,0.6652130593829497,0.5498707479907644,1,10.0,8.0,9.0,0.5051363894035659,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,7.0,0,0,3,0,0,9,0,0.45273062287298305,1,0.3713640326646354,0.07638615741234389,1,0.3287269889081472,0.3713640326646354,1,8.0,8.0,8.0,0.8622624295516779,0,0,0,0,1,0,0,0,0,0,1,0,0
pos,0,1,10.0,0,0,3,1,1,9,1,0.8197588381692889,0,1.0,0.07371335673906287,1,1.0,0.7800234058751154,1,7.0,8.0,9.0,0.31769187721630504,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,2.0,1,0,3,0,1,3,0,0.8608345098653384,1,0.8291814663590177,0.6753921059607819,2,0.6356362924107088,0.8291814663590177,0,10.0,7.0,7.0,0.29325915307182643,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,7.0,0,0,3,1,1,3,1,0.9877862208250008,0,1.0,0.014222032591533207,3,0.9799166197901286,0.9356668883847838,1,9.0,5.0,9.0,0.6460354118167309,0,1,0,0,0,1,0,0,0,0,0,0,0
pos,1,0,0.0,0,0,1,1,0,1,0,0.5484462460687533,1,0.5048271353844666,0.47197346782631916,1,0.45893375944042414,0.47197346782631916,0,8.0,9.0,10.0,0.7657005867924203,0,0,0,0,0,0,0,1,0,0,0,0,0
pos,1,1,5.0,0,0,3,1,0,2,0,0.7534487295024042,1,0.7019677031318551,0.021345605486203567,1,0.5205027324424009,0.7019677031318551,1,10.0,10.0,10.0,0.32334276294980563,0,0,0,0,1,1,0,1,0,0,0,0,0
pos,0,1,6.0,0,1,1,0,1,0,0,0.7554334276061594,1,0.7042798252917385,0.7042798252917385,2,0.4609646156050985,0.7042798252917385,1,8.0,6.0,9.0,0.8298716281277352,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,5.0,0,1,5,1,1,0,0,0.7841301286555281,1,0.7378790438981618,0.6246718403781415,2,0.5475142561710526,0.7378790438981618,1,9.0,8.0,9.0,0.3794890133348486,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,7.0,0,0,3,1,1,1,0,0.7310282732891131,1,0.7193763470970045,0.6204056703190872,0,0.6539784973609131,0.6759548953381604,1,10.0,10.0,9.0,0.681065220811611,0,1,0,0,0,0,0,0,1,0,0,0,0
pos,0,1,4.0,1,0,4,0,1,0,0,0.8667246331755268,1,0.8362794496766461,0.19881386699489667,1,0.6624380661451141,0.8362794496766461,1,8.0,9.0,8.0,0.5383630517912119,0,0,1,0,0,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,3,1,0,4,0,0.6186282336510642,1,0.5895105053911176,0.4267103722340835,2,0.5359186412646523,0.5486396253126086,1,9.0,9.0,10.0,0.5114098526203639,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,17.0,0,1,1,0,0,1,0,0.4859232297289536,1,0.6941543485133116,0.4057042679539539,1,0.6310494077393741,0.4057042679539539,1,7.0,6.0,9.0,0.09336033755865764,1,0,0,0,0,1,0,0,1,0,0,0,0
pos,0,1,7.0,0,0,2,1,1,3,0,0.6782839017517907,1,0.6155514903803709,0.37736891372514947,1,0.5484304859583062,0.6155514903803709,1,9.0,9.0,10.0,0.29214116712875987,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,12.0,0,1,2,0,1,1,0,0.7906144004491034,1,0.745514166609399,0.12803160930707236,2,0.5983834919505171,0.745514166609399,1,10.0,9.0,9.0,0.816780603519653,0,1,0,0,0,0,0,1,0,0,0,0,0
pos,1,0,0.0,0,0,1,0,1,5,0,0.7179929982912654,1,0.6781452578693098,0.5230541528565449,0,0.6164956889720997,0.5230541528565449,0,9.0,7.0,6.0,0.38771119163758533,0,0,0,0,0,0,0,1,0,0,0,0,0
pos,1,1,6.0,0,0,2,0,0,6,0,0.7959527709595735,1,0.7518117755527833,0.39624050183010695,3,0.5382538263784227,0.7518117755527833,1,6.0,7.0,8.0,0.6859418274313847,0,1,1,0,0,0,0,0,0,0,1,0,0
pos,0,1,3.0,0,1,2,0,1,0,0,0.3560521110739501,1,0.5635770876368771,0.21278490094384828,1,0.5123428069426155,0.21278490094384828,1,9.0,7.0,7.0,0.0670180753994653,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,4,1,0,1,0,0.7887036825828502,1,0.7432626950737169,0.06075735476497357,2,0.43142012501393767,0.7432626950737169,1,10.0,10.0,10.0,0.8725210645599331,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,9.0,0,0,4,1,0,8,0,0.48845984287842065,1,0.5522824318008862,0.07524061706044449,0,0.5020749380008056,0.4083533114801772,1,9.0,7.0,4.0,0.6114113921666133,1,0,0,0,0,0,1,0,0,0,0,0,0
pos,1,1,6.0,0,0,3,1,0,8,1,0.9571553679975608,0,1.0,0.7890761555281642,1,0.9193859320459523,0.9467341634411722,1,9.0,7.0,10.0,0.3668115383859571,0,0,0,0,1,0,0,0,0,0,0,1,0
pos,0,1,8.0,0,0,1,1,1,0,0,0.7794465699771536,1,0.7294925153083908,0.2940591666074397,1,0.6066872632425657,0.7294925153083908,1,7.0,7.0,8.0,0.4639329999485566,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,14.0,0,0,1,0,1,9,1,0.9406560985053147,0,0.8636657636585188,0.7585541212574753,2,0.785150694235017,0.7649881892199025,1,10.0,9.0,10.0,0.19027477395893816,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,1,1,5.0,0,1,3,0,0,5,0,0.8088324549678141,1,0.7670491828826789,0.6646930185770543,2,0.5092669148310961,0.7670491828826789,1,5.0,4.0,8.0,0.5426918052456469,0,1,0,0,0,0,0,0,0,0,0,0,1
pos,0,1,11.0,0,0,4,0,0,2,0,0.5108954576097428,1,0.4319316732358322,0.4319316732358322,0,0.3257948055436828,0.4319316732358322,1,10.0,10.0,10.0,0.9641025377855341,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,4.0,1,0,3,0,0,3,0,0.8167245512896568,1,0.7764160664605965,0.6350244295181255,3,0.6306126089504687,0.7764160664605965,1,10.0,10.0,7.0,0.10962708309682107,0,0,1,0,0,0,0,0,0,0,0,0,0
pos,1,1,9.0,0,0,2,0,1,3,0,0.5732062774503416,1,0.5366676510208072,0.4987566191562544,1,0.4878796827461883,0.4987566191562544,1,4.0,5.0,7.0,0.864789788727943,1,0,0,0,0,1,0,0,0,0,0,1,0
pos,1,1,17.0,0,0,4,0,0,2,0,0.7894734710300653,1,0.7441696022488663,0.3363205443984043,1,0.5045997855871974,0.7441696022488663,1,10.0,8.0,9.0,0.3700031554439794,0,1,1,0,0,0,0,0,1,0,0,0,0
pos,1,1,6.0,0,0,2,1,0,9,1,0.9090237182069442,0,0.966130379705519,0.8716234738085404,1,0.8783003451868353,0.8876035258102706,1,10.0,9.0,9.0,0.011176980604345743,0,0,0,1,0,0,0,0,0,0,1,0,0
pos,0,1,5.0,1,0,5,1,0,6,0,0.9676965204425869,1,0.8729264231734596,0.11364755893009715,2,0.6969138410122468,0.8729264231734596,1,8.0,9.0,7.0,0.515266854057399,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,9.0,0,0,1,1,1,4,0,0.5794208068781663,1,0.6922243916906156,0.3976910526589563,2,0.6292949015369231,0.5055249654940425,1,6.0,8.0,6.0,0.46074063189236386,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,11.0,0,0,3,1,1,3,0,0.7067917036409769,1,0.6558544126542984,0.04346897222967527,0,0.5962312842311803,0.6480586382147114,1,7.0,8.0,6.0,0.4980676191242685,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,11.0,0,0,5,0,0,4,0,0.757454043989128,1,0.7447028738981863,0.40461722186137195,3,0.6770026126347148,0.5343557984171305,1,8.0,7.0,9.0,0.5951796932097373,1,0,0,0,0,0,1,0,0,0,0,0,0
pos,1,1,9.0,0,0,2,0,0,7,0,0.6356409238904388,1,0.6317733573902298,0.061257598263182444,1,0.5743394158092997,0.5675639633678341,1,10.0,10.0,10.0,0.22257420393881006,0,1,0,0,0,0,0,1,0,0,0,0,0
pos,0,1,9.0,0,0,1,1,1,1,0,0.8698150665310166,1,0.8400084552525787,0.8400084552525787,2,0.5970088595717242,0.8400084552525787,1,7.0,8.0,6.0,0.7640515199764886,0,0,0,1,0,0,0,0,0,0,0,0,0
pos,0,1,12.0,0,0,5,1,1,1,0,0.7543952815385921,1,0.6814368973180377,0.6814368973180377,0,0.5622909539790271,0.6814368973180377,1,7.0,10.0,9.0,0.006462088923941012,1,0,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,10.0,0,0,1,0,1,0,0,0.8447681638508584,1,0.6138529215452692,0.3460188391181873,1,0.36818195771056705,0.6138529215452692,1,6.0,7.0,7.0,0.9355304368919339,1,0,0,0,0,0,1,0,0,0,0,0,0
pos,0,1,14.0,0,0,2,1,1,9,0,0.7867024426839772,1,0.7409060196249119,0.5067943051817565,1,0.5535822527912387,0.7409060196249119,1,9.0,8.0,7.0,0.3940713951430695,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,5,1,0,5,0,0.741744810756245,1,0.7170404981568572,0.5895750213161011,2,0.6518549983244156,0.5895750213161011,1,9.0,10.0,8.0,0.19927523669897756,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,5.0,0,1,3,0,1,5,0,0.7833801410288013,1,0.7369969613937921,0.26084265700956166,0,0.6499738147098469,0.7369969613937921,1,8.0,6.0,8.0,0.16953007666314485,0,0,0,0,1,1,0,0,0,0,0,0,0
pos,0,1,11.0,1,0,1,0,1,0,0,0.9951137431016832,1,0.8243530024438013,0.009631128747969342,3,0.627808664859549,0.8243530024438013,1,8.0,9.0,8.0,0.4200156282719269,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,0,1,10.0,0,0,2,0,0,2,1,0.9885157078787317,0,1.0,0.36530844305434584,1,0.9768785049183862,0.9856653019645127,1,8.0,7.0,7.0,0.6345226098638352,1,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,0,0.0,1,0,2,1,0,0,0,0.6094966290274897,1,0.5098376805432964,0.3260029327193479,2,0.46348880049390573,0.4100906023994469,0,10.0,9.0,9.0,0.777888786433268,0,0,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,8.0,1,0,4,0,0,4,0,0.30196057305875,1,0.6537721092254561,0.13067400475392787,2,0.594338281114051,0.21275438885190756,1,7.0,6.0,7.0,0.7681203028975887,0,0,1,0,1,0,0,0,0,0,0,0,0
pos,0,1,8.0,0,0,2,1,0,2,0,0.6515894836165899,1,0.5526837051821349,0.3621311236602196,0,0.502439731983759,0.45186694736233435,1,7.0,7.0,8.0,0.4490140457936153,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,1,1,9.0,0,0,5,1,1,3,0,0.7411156507832716,1,0.6876342196487891,0.6876342196487891,3,0.5703954408420031,0.6876342196487891,1,9.0,7.0,4.0,0.6414587037996877,0,0,1,0,1,0,0,1,0,0,0,0,0
pos,0,1,21.0,0,1,2,1,0,0,1,0.7183200759636748,0,0.8797579636341653,0.08038402812417189,2,0.7997799669401502,0.5806285560499245,1,7.0,9.0,8.0,0.7772926190522977,0,0,1,1,0,0,0,0,0,0,0,0,0
pos,1,1,4.0,0,0,1,1,0,5,0,0.8149788612809061,1,0.568991731016713,0.2264162017328296,0,0.5172652100151935,0.2264162017328296,1,8.0,4.0,3.0,0.7973741849635896,1,0,0,0,0,0,0,0,0,0,1,0,0
pos,0,1,15.0,0,0,5,1,0,7,0,0.16686285232890508,1,0.3523840269239372,0.10664722976779883,2,0.32034911538539745,0.10664722976779883,1,9.0,10.0,9.0,0.7987100855424465,1,0,0,0,0,1,0,0,0,0,0,0,0
pos,1,1,5.0,0,1,1,1,0,6,0,0.7647734640224383,1,0.7357577703148673,0.7151810739378511,0,0.668870700286243,0.7151810739378511,1,9.0,10.0,9.0,0.45177759389448496,0,1,0,0,0,0,0,0,1,0,1,0,0
pos,0,1,11.0,1,0,4,1,1,0,0,0.5787410674644518,1,0.5538619037883655,0.12643837635278032,3,0.5035108216257868,0.504783762306944,1,9.0,6.0,5.0,0.9117157842417303,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,1,1,11.0,0,0,1,1,0,2,0,0.4894057323974678,1,0.7487378476082267,0.4093420073138434,1,0.6806707705529333,0.4093420073138434,1,9.0,9.0,8.0,0.47765210935985275,1,0,0,0,0,0,0,1,0,0,0,0,0
pos,1,1,1.0,0,0,2,1,1,3,0,0.7050599044232513,1,0.6980838074920759,0.12572400959122648,1,0.6346216431746143,0.12572400959122648,0,9.0,10.0,10.0,0.14424597092610708,1,0,0,0,0,0,0,1,0,0,0,0,0
pos,1,1,10.0,0,0,5,0,1,1,0,0.7505020911440918,1,0.6985377537666757,0.6310882325933562,2,0.6318544871635823,0.6985377537666757,1,10.0,10.0,9.0,0.3903320500860707,0,0,0,0,1,0,0,1,0,0,0,0,0
pos,0,1,10.0,0,0,2,1,1,4,0,0.9126444768303372,1,0.7618836965528454,0.7618836965528454,0,0.5057264318460511,0.7618836965528454,1,7.0,6.0,7.0,0.20173625770352016,0,0,0,0,1,0,0,0,0,0,0,0,0
pos,0,1,13.0,0,0,1,1,0,3,0,0.4945509309400222,1,0.6520908884757955,0.3525840296004344,1,0.5928098986143595,0.3525840296004344,1,10.0,10.0,9.0,0.30756391588970683,1,0,1,0,0,0,0,0,0,0,0,0,0
pos,0,1,15.0,0,0,4,0,0,8,0,0.8280285968955118,1,0.7898719108354816,0.7633629432830276,1,0.5672761204574271,0.7898719108354816,1,8.0,9.0,6.0,0.1944295461705539,0,1,0,0,0,0,0,0,0,0,0,0,0
pos,0,1,5.0,1,0,3,0,0,7,0,0.6310461348215769,1,0.562440245024116,0.2882466997489246,2,0.5065611363675998,0.562440245024116,1,10.0,9.0,9.0,0.23863592697644248,0,0,0,1,0,1,0,0,0,0,0,0,0
pos,1,1,11.0,0,0,1,0,1,1,0,0.9723222867769437,1,0.5710378855001363,0.394608028116636,2,0.5191253504546693,0.3996187520168394,1,2.0,4.0,6.0,0.5995000605179359,0,0,0,1,0,0,0,0,1,0,0,0,0
